lemma,lila_id,label,upostag,lila_uri,upostag_pt,fl_cat_pt,gen_pt,number_pt,grade_pt,wrList,var_key,ipo_desc,ipo_lemmaKey,dcc_semGrp,dcc_freqRank,LogeionURL
ceterus,lilaLemma:93624,ceterus,DET,http://lila-erc.eu/data/id/lemma/93624,determinante,1ª classe (tema em -a/o-),,,,"caeter, caeterus",,,,,596,https://logeion.uchicago.edu/ceterus
cibus,lilaLemma:93926,cibus,NOUN,http://lila-erc.eu/data/id/lemma/93926,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Vida e Existência,863,https://logeion.uchicago.edu/cibus
campus,lilaLemma:93945,campus,NOUN,http://lila-erc.eu/data/id/lemma/93945,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Terra e Água,391,https://logeion.uchicago.edu/campus
cieo,lilaLemma:93957,cieo,VERB,http://lila-erc.eu/data/id/lemma/93957,verbo,2ª conjugação (tema em -e-),,,,,,,,,,https://logeion.uchicago.edu/cieo
cingo,lilaLemma:94012,cingo,VERB,http://lila-erc.eu/data/id/lemma/94012,verbo,3ª conjugação (sem vogal temática),,,,,,,,Guerra e Paz,814,https://logeion.uchicago.edu/cingo
cinis,lilaLemma:94017,cinis,NOUN,http://lila-erc.eu/data/id/lemma/94017,substantivo,3ª declinação (tema em -i-),comum de dois gêneros,,,"ciner, cinus",,,,Ar e Fogo,779,https://logeion.uchicago.edu/cinis
circa,lilaLemma:94032,circa,ADP,http://lila-erc.eu/data/id/lemma/94032,preposição,indeclinável,,,,,,,,Lugar,735,https://logeion.uchicago.edu/circa
ciuis,lilaLemma:94399,ciuis,NOUN,http://lila-erc.eu/data/id/lemma/94399,substantivo,3ª declinação (tema em -i-),comum de dois gêneros,,,"ceiueis, ceiuis",,,,Cidade,471,https://logeion.uchicago.edu/ciuis
ciuitas,lilaLemma:94400,ciuitas,NOUN,http://lila-erc.eu/data/id/lemma/94400,substantivo,3ª declinação (sem vogal temática),feminino,,,ceiuitas,,,,Cidade,346,https://logeion.uchicago.edu/ciuitas
clamor,lilaLemma:94412,clamor,NOUN,http://lila-erc.eu/data/id/lemma/94412,substantivo,3ª declinação (sem vogal temática),masculino,,,clamos,,,,"Discurso, Oratória",605,https://logeion.uchicago.edu/clamor
clarus,lilaLemma:94439,clarus,ADJ,http://lila-erc.eu/data/id/lemma/94439,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,395,https://logeion.uchicago.edu/clarus
classis,lilaLemma:94447,classis,NOUN,http://lila-erc.eu/data/id/lemma/94447,substantivo,3ª declinação (tema em -i-),feminino,,,,,,,Guerra e Paz,505,https://logeion.uchicago.edu/classis
coepio,lilaLemma:94695,coepio,VERB,http://lila-erc.eu/data/id/lemma/94695,verbo,5ª conjugação (tema em -ĭ- breve),,,,coipio,,,,Tempo,312,https://logeion.uchicago.edu/coepio
cognosco,lilaLemma:94738,cognosco,VERB,http://lila-erc.eu/data/id/lemma/94738,verbo,3ª conjugação (sem vogal temática),,,,,,,,"Educação, Conhecimento",339,https://logeion.uchicago.edu/cognosco
cogo,lilaLemma:94739,cogo,VERB,http://lila-erc.eu/data/id/lemma/94739,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo diretivo ou promissivo,250,https://logeion.uchicago.edu/cogo
cohors,lilaLemma:94751,cohors,NOUN,http://lila-erc.eu/data/id/lemma/94751,substantivo,3ª declinação (sem vogal temática),feminino,,,"chors, cors",,,,Guerra e Paz,666,https://logeion.uchicago.edu/cohors
colligo,lilaLemma:94855,colligo,VERB,http://lila-erc.eu/data/id/lemma/94855,verbo,3ª conjugação (sem vogal temática),,,,conligo,,,,Verbo diretivo ou promissivo,820,https://logeion.uchicago.edu/colligo
colo,lilaLemma:94916,colo,VERB,http://lila-erc.eu/data/id/lemma/94916,verbo,3ª conjugação (sem vogal temática),,,,,,,,Plantas e Animais,333,https://logeion.uchicago.edu/colo
color,lilaLemma:94940,color,NOUN,http://lila-erc.eu/data/id/lemma/94940,substantivo,3ª declinação (sem vogal temática),masculino,,,colos,,,,Visão,725,https://logeion.uchicago.edu/color
coma,lilaLemma:95002,coma,NOUN,http://lila-erc.eu/data/id/lemma/95002,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Corpo,405,https://logeion.uchicago.edu/coma
comes,lilaLemma:95024,comes,NOUN,http://lila-erc.eu/data/id/lemma/95024,substantivo,3ª declinação (sem vogal temática),comum de dois gêneros,,,,,,,Sociedade,448,https://logeion.uchicago.edu/comes
committo,lilaLemma:95164,committo,VERB,http://lila-erc.eu/data/id/lemma/95164,verbo,3ª conjugação (sem vogal temática),,,,"comitto, conmitto, cosmitto",,,,Sociedade,608,https://logeion.uchicago.edu/committo
compono,lilaLemma:95367,compono,VERB,http://lila-erc.eu/data/id/lemma/95367,verbo,3ª conjugação (sem vogal temática),,,,conpono,,,,"Fazer, Criar",443,https://logeion.uchicago.edu/compono
concedo,lilaLemma:95456,concedo,VERB,http://lila-erc.eu/data/id/lemma/95456,verbo,3ª conjugação (sem vogal temática),,,,,,,,Guerra e Paz,663,https://logeion.uchicago.edu/concedo
condicio,lilaLemma:95648,condicio,NOUN,http://lila-erc.eu/data/id/lemma/95648,substantivo,3ª declinação (sem vogal temática),feminino,,,conditio,,,,"Negócios, Dinheiro",920,https://logeion.uchicago.edu/condicio
condo,lilaLemma:95677,condo,VERB,http://lila-erc.eu/data/id/lemma/95677,verbo,3ª conjugação (sem vogal temática),,,,,,,,Cidade,540,https://logeion.uchicago.edu/condo
confero,lilaLemma:95728,confero,VERB,http://lila-erc.eu/data/id/lemma/95728,verbo,irregular,,,,,,,,Verbo de transporte,645,https://logeion.uchicago.edu/confero
conficio,lilaLemma:95742,conficio,VERB,http://lila-erc.eu/data/id/lemma/95742,verbo,5ª conjugação (tema em -ĭ- breve),,,,,,,,Violência,894,https://logeion.uchicago.edu/conficio
confiteor,lilaLemma:95769,confiteor,VERB,http://lila-erc.eu/data/id/lemma/95769,verbo,2ª conjugação depoente (tema em -e-),,,,,,,,Justiça,972,https://logeion.uchicago.edu/confiteor
coniunx,lilaLemma:95952,coniunx,NOUN,http://lila-erc.eu/data/id/lemma/95952,substantivo,3ª declinação (sem vogal temática),comum de dois gêneros,,,"coiunx, coius, coiux, coniunxs, conius, coniux",,,,Família,218,https://logeion.uchicago.edu/coniunx
conor,lilaLemma:95962,conor,VERB,http://lila-erc.eu/data/id/lemma/95962,verbo,1ª conjugação depoente (tema em -a-),,,,,,,,"Fazer, Criar",905,https://logeion.uchicago.edu/conor
consequor,lilaLemma:96035,consequor,VERB,http://lila-erc.eu/data/id/lemma/96035,verbo,3ª conjugação depoente (sem vogal temática),,,,,,,,Movimento,917,https://logeion.uchicago.edu/consequor
consilium,lilaLemma:96060,consilium,NOUN,http://lila-erc.eu/data/id/lemma/96060,substantivo,2ª declinação (tema em -o-),neutro,,,consiliom,,,,Cidade,217,https://logeion.uchicago.edu/consilium
consisto,lilaLemma:96065,consisto,VERB,http://lila-erc.eu/data/id/lemma/96065,verbo,3ª conjugação (sem vogal temática),,,,cosisto,,,,"Discurso, Oratória",780,https://logeion.uchicago.edu/consisto
constituo,lilaLemma:96146,constituo,VERB,http://lila-erc.eu/data/id/lemma/96146,verbo,3ª conjugação (sem vogal temática),,,,,,,,"Fazer, Criar",652,https://logeion.uchicago.edu/constituo
consto,lilaLemma:96151,consto,VERB,http://lila-erc.eu/data/id/lemma/96151,verbo,1ª conjugação (tema em -a-),,,,,,,,"Discurso, Oratória",731,https://logeion.uchicago.edu/consto
consuetudo,lilaLemma:96179,consuetudo,NOUN,http://lila-erc.eu/data/id/lemma/96179,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Características pessoais,954,https://logeion.uchicago.edu/consuetudo
consul,lilaLemma:96181,consul,NOUN,http://lila-erc.eu/data/id/lemma/96181,substantivo,3ª declinação (sem vogal temática),masculino,,,"consol, cosol",,,,Cidade,321,https://logeion.uchicago.edu/consul
consulo,lilaLemma:96186,consulo,VERB,http://lila-erc.eu/data/id/lemma/96186,verbo,3ª conjugação (sem vogal temática),,,,consolo,,,,Cidade,757,https://logeion.uchicago.edu/consulo
consumo,lilaLemma:96194,consumo,VERB,http://lila-erc.eu/data/id/lemma/96194,verbo,3ª conjugação (sem vogal temática),,,,,,,,Vida e Existência,869,https://logeion.uchicago.edu/consumo
contemno,lilaLemma:96226,contemno,VERB,http://lila-erc.eu/data/id/lemma/96226,verbo,3ª conjugação (sem vogal temática),,,,contempno,,,,Emoções,615,https://logeion.uchicago.edu/contemno
contineo,lilaLemma:96292,contineo,VERB,http://lila-erc.eu/data/id/lemma/96292,verbo,2ª conjugação (tema em -e-),,,,,,,,Verbo diretivo ou promissivo,804,https://logeion.uchicago.edu/contineo
contingo,lilaLemma:96293,contingo,VERB,http://lila-erc.eu/data/id/lemma/96293,verbo,3ª conjugação (sem vogal temática),,,,,,,,Lugar,494,https://logeion.uchicago.edu/contingo
contra,lilaLemma:96322,contra,ADP,http://lila-erc.eu/data/id/lemma/96322,preposição,indeclinável,,,,,,,,Lugar,271,https://logeion.uchicago.edu/contra
conuenio,lilaLemma:96424,conuenio,VERB,http://lila-erc.eu/data/id/lemma/96424,verbo,4ª conjugação (tema em -ī- longo),,,,,,,,Sociedade,698,https://logeion.uchicago.edu/conuenio
conuerto,lilaLemma:96446,conuerto,VERB,http://lila-erc.eu/data/id/lemma/96446,verbo,3ª conjugação (sem vogal temática),,,,conuorto,,,,Movimento,834,https://logeion.uchicago.edu/conuerto
conuiuium,lilaLemma:96478,conuiuium,NOUN,http://lila-erc.eu/data/id/lemma/96478,substantivo,2ª declinação (tema em -o-),neutro,,,"comuiuiom, comuiuium, conuibiom, conuibium, conuiuiom",,,,Sociedade,921,https://logeion.uchicago.edu/conuiuium
copia,lilaLemma:96517,copia,NOUN,http://lila-erc.eu/data/id/lemma/96517,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Guerra e Paz,331,https://logeion.uchicago.edu/copia
cor,lilaLemma:96553,cor,NOUN,http://lila-erc.eu/data/id/lemma/96553,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Corpo,795,https://logeion.uchicago.edu/cor
cornu,lilaLemma:96624,cornu,NOUN,http://lila-erc.eu/data/id/lemma/96624,substantivo,4ª declinação (tema em -u-),neutro,,,,,,,Plantas e Animais,591,https://logeion.uchicago.edu/cornu
carmen,lilaLemma:96629,carmen,NOUN,http://lila-erc.eu/data/id/lemma/96629,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Cultura literária,254,https://logeion.uchicago.edu/carmen
corpus,lilaLemma:96667,corpus,NOUN,http://lila-erc.eu/data/id/lemma/96667,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Corpo,75,https://logeion.uchicago.edu/corpus
corrumpo,lilaLemma:96706,corrumpo,VERB,http://lila-erc.eu/data/id/lemma/96706,verbo,3ª conjugação (sem vogal temática),,,,conrumpo,,,,Violência,870,https://logeion.uchicago.edu/corrumpo
credo,lilaLemma:96881,credo,VERB,http://lila-erc.eu/data/id/lemma/96881,verbo,3ª conjugação (sem vogal temática),,,,creduo,,,,"Educação, Conhecimento",109,https://logeion.uchicago.edu/credo
creo,lilaLemma:96898,creo,VERB,http://lila-erc.eu/data/id/lemma/96898,verbo,1ª conjugação (tema em -a-),,,,,,,,"Fazer, Criar",978,https://logeion.uchicago.edu/creo
cresco,lilaLemma:96925,cresco,VERB,http://lila-erc.eu/data/id/lemma/96925,verbo,3ª conjugação (sem vogal temática),,,,,,,,Plantas e Animais,609,https://logeion.uchicago.edu/cresco
crimen,lilaLemma:96945,crimen,NOUN,http://lila-erc.eu/data/id/lemma/96945,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Justiça,475,https://logeion.uchicago.edu/crimen
communis,lilaLemma:97171,communis,ADJ,http://lila-erc.eu/data/id/lemma/97171,adjetivo,2ª classe (tema em -i-),,,,"commoinis, comunis, conmunis",,,,Cidade,660,https://logeion.uchicago.edu/communis
culpa,lilaLemma:97183,culpa,NOUN,http://lila-erc.eu/data/id/lemma/97183,substantivo,1ª declinação (tema em -a-),feminino,,,colpa,,,,Justiça,769,https://logeion.uchicago.edu/culpa
cum2,lilaLemma:97201,cum,ADP,http://lila-erc.eu/data/id/lemma/97201,preposição,indeclinável,,,,"com, con, cun, qum, quom",,,,,10,https://logeion.uchicago.edu/cum
cunctus,lilaLemma:97250,cunctus,DET,http://lila-erc.eu/data/id/lemma/97250,determinante,1ª classe (tema em -a/o-),,,,conctus,,,,Medidas,292,https://logeion.uchicago.edu/cunctus
cupido,lilaLemma:97286,cupido,NOUN,http://lila-erc.eu/data/id/lemma/97286,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Amor,906,https://logeion.uchicago.edu/cupido
cupio,lilaLemma:97287,cupio,VERB,http://lila-erc.eu/data/id/lemma/97287,verbo,5ª conjugação (tema em -ĭ- breve),,,,,,,,Amor,441,https://logeion.uchicago.edu/cupio
cogito,lilaLemma:97288,cogito,VERB,http://lila-erc.eu/data/id/lemma/97288,verbo,1ª conjugação (tema em -a-),,,,,,,,"Educação, Conhecimento",515,https://logeion.uchicago.edu/cogito
cur,lilaLemma:97300,cur,ADV,http://lila-erc.eu/data/id/lemma/97300,advérbio,indeclinável,,,,"quor, qur, quur",,,,,404,https://logeion.uchicago.edu/cur
cura,lilaLemma:97301,cura,NOUN,http://lila-erc.eu/data/id/lemma/97301,substantivo,1ª declinação (tema em -a-),feminino,,,"coera, coira, qura",,,,Amor,186,https://logeion.uchicago.edu/cura
curo,lilaLemma:97341,curo,VERB,http://lila-erc.eu/data/id/lemma/97341,verbo,1ª conjugação (tema em -a-),,,,"coero, coiro, coro, couro, quro",,,,Amor,743,https://logeion.uchicago.edu/curo
curro,lilaLemma:97348,curro,VERB,http://lila-erc.eu/data/id/lemma/97348,verbo,3ª conjugação (sem vogal temática),,,,,,,,Atletismo,562,https://logeion.uchicago.edu/curro
custos,lilaLemma:97396,custos,NOUN,http://lila-erc.eu/data/id/lemma/97396,substantivo,3ª declinação (sem vogal temática),comum de dois gêneros,,,,,,,Família,622,https://logeion.uchicago.edu/custos
comparo,lilaLemma:97455,comparo,VERB,http://lila-erc.eu/data/id/lemma/97455,verbo,1ª conjugação (tema em -a-),,,,conparo,,,,"Negócios, Dinheiro",890,https://logeion.uchicago.edu/comparo
currus,lilaLemma:97523,currus,NOUN,http://lila-erc.eu/data/id/lemma/97523,substantivo,4ª declinação (tema em -u-),masculino,,,,,,,Atletismo,491,https://logeion.uchicago.edu/currus
claudo,lilaLemma:97555,claudo,VERB,http://lila-erc.eu/data/id/lemma/97555,verbo,3ª conjugação (sem vogal temática),,,,"clodo, cludo",,,,Casa,392,https://logeion.uchicago.edu/claudo
cursus,lilaLemma:97671,cursus,NOUN,http://lila-erc.eu/data/id/lemma/97671,substantivo,4ª declinação (tema em -u-),masculino,,,,,,,Atletismo,351,https://logeion.uchicago.edu/cursus
casus,lilaLemma:97835,casus,NOUN,http://lila-erc.eu/data/id/lemma/97835,substantivo,4ª declinação (tema em -u-),masculino,,,cassus,,,,Violência,344,https://logeion.uchicago.edu/casus
dexter,lilaLemma:97855,dexter,ADJ,http://lila-erc.eu/data/id/lemma/97855,adjetivo,1ª classe (tema em -a/o-),,,,dextrus,,,,Lugar,260,https://logeion.uchicago.edu/dexter
damno,lilaLemma:97897,damno,VERB,http://lila-erc.eu/data/id/lemma/97897,verbo,1ª conjugação (tema em -a-),,,,dampno,,,,Justiça,751,https://logeion.uchicago.edu/damno
damnum,lilaLemma:97898,damnum,NOUN,http://lila-erc.eu/data/id/lemma/97898,substantivo,2ª declinação (tema em -o-),neutro,,,"damnom, dampnom, dampnum",,,,Violência,926,https://logeion.uchicago.edu/damnum
de,lilaLemma:97932,de,ADP,http://lila-erc.eu/data/id/lemma/97932,preposição,indeclinável,,,,,,,,Lugar,46,https://logeion.uchicago.edu/de
debeo,lilaLemma:97963,debeo,VERB,http://lila-erc.eu/data/id/lemma/97963,verbo,2ª conjugação (tema em -e-),,,,,,,,"Negócios, Dinheiro",155,https://logeion.uchicago.edu/debeo
diuus2,lilaLemma:97990,diuus,ADJ,http://lila-erc.eu/data/id/lemma/97990,adjetivo,1ª classe (tema em -a/o-),,,,"deiuus, deuus",,,,Religião,962,https://logeion.uchicago.edu/diuus
decem,lilaLemma:98009,decem,NUM,http://lila-erc.eu/data/id/lemma/98009,numeral,indeclinável,,,,"dece, decim",,,,Medidas,914,https://logeion.uchicago.edu/decem
decerno,lilaLemma:98047,decerno,VERB,http://lila-erc.eu/data/id/lemma/98047,verbo,3ª conjugação (sem vogal temática),,,,,,,,"Educação, Conhecimento",800,https://logeion.uchicago.edu/decerno
decet,lilaLemma:98057,decet,VERB,http://lila-erc.eu/data/id/lemma/98057,verbo,2ª conjugação impessoal (tema em -e-),,,,,,,,Características pessoais,718,https://logeion.uchicago.edu/decet
dominus,lilaLemma:98084,dominus,NOUN,http://lila-erc.eu/data/id/lemma/98084,substantivo,2ª declinação (tema em -o-),masculino,,,domnus,,,,Família,241,https://logeion.uchicago.edu/dominus
decus,lilaLemma:98168,decus,NOUN,http://lila-erc.eu/data/id/lemma/98168,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Características pessoais,548,https://logeion.uchicago.edu/decus
deduco,lilaLemma:98210,deduco,VERB,http://lila-erc.eu/data/id/lemma/98210,verbo,3ª conjugação (sem vogal temática),,,,,,,,Viagem,661,https://logeion.uchicago.edu/deduco
defendo,lilaLemma:98236,defendo,VERB,http://lila-erc.eu/data/id/lemma/98236,verbo,3ª conjugação (sem vogal temática),,,,,,,,Guerra e Paz,653,https://logeion.uchicago.edu/defendo
defero,lilaLemma:98252,defero,VERB,http://lila-erc.eu/data/id/lemma/98252,verbo,irregular,,,,,,,,Verbo de transporte,805,https://logeion.uchicago.edu/defero
deficio,lilaLemma:98257,deficio,VERB,http://lila-erc.eu/data/id/lemma/98257,verbo,5ª conjugação (tema em -ĭ- breve),,,,,,,,Guerra e Paz,676,https://logeion.uchicago.edu/deficio
deinde,lilaLemma:98386,deinde,ADV,http://lila-erc.eu/data/id/lemma/98386,advérbio,indeclinável,,,,"deim, dein",,,,Tempo,150,https://logeion.uchicago.edu/deinde
denique,lilaLemma:98611,denique,ADV,http://lila-erc.eu/data/id/lemma/98611,advérbio,indeclinável,,,,,,,,Tempo,796,https://logeion.uchicago.edu/denique
descendo,lilaLemma:98862,descendo,VERB,http://lila-erc.eu/data/id/lemma/98862,verbo,3ª conjugação (sem vogal temática),,,,discendo,,,,Viagem,802,https://logeion.uchicago.edu/descendo
desero,lilaLemma:98882,desero,VERB,http://lila-erc.eu/data/id/lemma/98882,verbo,3ª conjugação (sem vogal temática),,,,,,,,Movimento,544,https://logeion.uchicago.edu/desero
desidero,lilaLemma:98900,desidero,VERB,http://lila-erc.eu/data/id/lemma/98900,verbo,1ª conjugação (tema em -a-),,,,,,,,Amor,892,https://logeion.uchicago.edu/desidero
desino,lilaLemma:98910,desino,VERB,http://lila-erc.eu/data/id/lemma/98910,verbo,3ª conjugação (sem vogal temática),,,,,,,,Movimento,624,https://logeion.uchicago.edu/desino
desum,lilaLemma:98996,desum,VERB,http://lila-erc.eu/data/id/lemma/98996,verbo,irregular,,,,,,,,"Negócios, Dinheiro",463,https://logeion.uchicago.edu/desum
deus,lilaLemma:99132,deus,NOUN,http://lila-erc.eu/data/id/lemma/99132,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Religião,42,https://logeion.uchicago.edu/deus
dico,lilaLemma:99302,dico,VERB,http://lila-erc.eu/data/id/lemma/99302,verbo,3ª conjugação (sem vogal temática),,,,deico,,,,"Discurso, Oratória",33,https://logeion.uchicago.edu/dico
dies,lilaLemma:99334,dies,NOUN,http://lila-erc.eu/data/id/lemma/99334,substantivo,5ª declinação (tema em -e-),comum de dois gêneros,,,diaes,,,,Durações de tempo,54,https://logeion.uchicago.edu/dies
differo,lilaLemma:99342,differo,VERB,http://lila-erc.eu/data/id/lemma/99342,verbo,irregular,,,,,,,,"Fazer, Criar",880,https://logeion.uchicago.edu/differo
difficilis,lilaLemma:99345,difficilis,ADJ,http://lila-erc.eu/data/id/lemma/99345,adjetivo,2ª classe (tema em -i-),,,,difficul,,,,Características pessoais,861,https://logeion.uchicago.edu/difficilis
dignitas,lilaLemma:99402,dignitas,NOUN,http://lila-erc.eu/data/id/lemma/99402,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Características pessoais,956,https://logeion.uchicago.edu/dignitas
dignus,lilaLemma:99407,dignus,ADJ,http://lila-erc.eu/data/id/lemma/99407,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,291,https://logeion.uchicago.edu/dignus
diu2,lilaLemma:99429,diu,ADV,http://lila-erc.eu/data/id/lemma/99429,advérbio,indeclinável,,,,dius,,,,Tempo,361,https://logeion.uchicago.edu/diu
diligo,lilaLemma:99463,diligo,VERB,http://lila-erc.eu/data/id/lemma/99463,verbo,3ª conjugação (sem vogal temática),,,,,,,,Amor,973,https://logeion.uchicago.edu/diligo
dimitto,lilaLemma:99509,dimitto,VERB,http://lila-erc.eu/data/id/lemma/99509,verbo,3ª conjugação (sem vogal temática),,,,dimito,,,,Verbo diretivo ou promissivo,777,https://logeion.uchicago.edu/dimitto
discedo,lilaLemma:99589,discedo,VERB,http://lila-erc.eu/data/id/lemma/99589,verbo,3ª conjugação (sem vogal temática),,,,,,,,Viagem,726,https://logeion.uchicago.edu/discedo
disciplina,lilaLemma:99609,disciplina,NOUN,http://lila-erc.eu/data/id/lemma/99609,substantivo,1ª declinação (tema em -a-),feminino,,,"discipleina, discipulina",,,,"Educação, Conhecimento",982,https://logeion.uchicago.edu/disciplina
