lemma,collocate,pos,LogL,LR,MI,LogDice
auctoritas,plenus,adjetivo,14,4.8,3.9,10.1
auctoritas,sequor,verbo,13.7,3.8,3.3,10
auctoritas,superus,,13.4,3.2,2.8,9.9
auctoritas,tantus,determinante,10.7,2.8,2.5,9.7
auctoritas,consilium,substantivo,9,2.9,2.6,9.7
auctoritas,noster,determinante,11.6,2.6,2.4,9.7
auctoritas,habeo,verbo,13.5,2.4,2.3,9.6
auctoritas,apud,preposição,7,2.9,2.7,9.6
auctoritas,magnus,adjetivo,7,1.9,1.9,9.3
auctoritas,et,conj.coord.,18,1.4,1.6,9.1
auctoritas,hic,determinante,6.4,1.2,1.4,8.9
audax,tam,advérbio,43.4,5.9,4.7,10.3
audax,homo,substantivo,22.2,4.6,3.8,9.5
audax,atque,conj.coord.,9.1,2.9,2.6,8.3
audeo,attingo,verbo,30,6.9,5.3,10.9
audeo,committo,verbo,22.8,5.6,4.4,10.6
audeo,tollo,verbo,11.9,4.3,3.5,10
audeo,dico,verbo,32.4,3.2,2.8,9.8
audeo,non,advérbio,58,2.9,2.6,9.6
audeo,sum,verbo,28.8,1.7,1.8,8.8
audio,uerbum,substantivo,33,4.4,3.5,10.5
audio,saepe,advérbio,17.4,3.4,2.9,10
audio,dico,verbo,24.3,2.3,2.1,9.9
audio,uerum2,substantivo,16.1,5.3,4.1,9.8
audio,aut,conj.coord.,16.1,2.2,2,9.8
audio,auris,substantivo,12.8,4.5,3.6,9.7
audio,multus,determinante,13.2,2.2,2,9.7
audio,male,advérbio,11.9,4.2,3.4,9.7
audio,neque,conj.coord.,11.2,2.3,2.1,9.7
audio,uos,pronome,9.5,2.3,2.1,9.6
audio,malo,verbo,9.7,3.7,3,9.6
audio,nomen,substantivo,8.5,2.8,2.4,9.6
audio,ubi,advérbio,8.2,2.7,2.4,9.6
audio,cum,conj.subord.,16.9,1.6,1.6,9.5
audio,uox,substantivo,7,2.9,2.5,9.5
audio,Antonius,nome próprio,6.8,2.9,2.5,9.5
audio,ego,pronome,7.2,1.2,1.3,9.2
audio,non,advérbio,8,1.1,1.3,9.2
audio,et,conj.coord.,10.5,1,1.2,9.2
audio,qui,pronome,6.7,0.8,1,9
aufero,ab,preposição,8.1,2.3,2.1,8.6
aufero,possum,verbo,5.9,2.2,2,8.5
aufero,sum,verbo,6.7,1.2,1.3,7.9
augeo,etiam,advérbio,11.4,3.4,2.9,9
aura,per,preposição,13.9,4.7,4,9.4
auris,uester,determinante,12.5,4.4,3.7,9.8
auris,audio,verbo,12,4.2,3.6,9.7
auris,meus,determinante,11.9,3.5,3,9.3
auris,habeo,verbo,5.9,2.6,2.5,8.7
auris,ad,preposição,10.6,2.5,2.3,8.6
aurum,argentum,substantivo,33.7,7.6,5.7,11.3
aurum,sumo,verbo,21.2,6.6,5.1,10.8
aurum,ex,preposição,14,3.3,2.8,9
aurum,que,conj.coord.,6.1,1.9,1.9,8.1
aut,si,conj.subord.,31.1,1.7,1.4,10.1
aut,quis,pronome,29.1,1.6,1.3,10
aut,aliquis,pronome,14.5,2.1,1.6,9.6
aut,audio,verbo,15.1,2.4,1.8,9.6
aut,uolo,verbo,5.3,1.3,1.1,9.3
aut,mors,substantivo,8.2,2.1,1.6,9.2
aut,cur,advérbio,12,3,2.2,9.1
aut,fortuna,substantivo,6.6,2.1,1.6,9.1
aut,ubi,advérbio,5.5,1.8,1.4,9
aut,fingo,verbo,14.6,4,2.9,9
aut,ingenium,substantivo,8.3,2.7,2.1,8.9
aut,gratia,substantivo,6.9,2.4,1.8,8.9
aut,mos,substantivo,5.9,2.2,1.7,8.9
aut,quisque,determinante,5,2,1.6,8.9
aut,gladiator,substantivo,13.2,4.6,3.3,8.7
aut,ira,substantivo,9.9,3.7,2.7,8.7
aut,reus,substantivo,8.5,3.4,2.5,8.7
aut,tres,numeral,7.3,3,2.3,8.7
aut,facinus,substantivo,7,3,2.2,8.7
aut,metuo,verbo,7,3,2.2,8.7
aut,quomodo,advérbio,6.7,2.9,2.2,8.7
aut,unde,advérbio,6.4,2.8,2.1,8.7
aut,lego,verbo,6.1,2.7,2,8.7
aut,retineo,verbo,6.1,2.7,2,8.7
aut,Cato,nome próprio,5.9,2.6,2,8.7
aut,potestas,substantivo,5.1,2.4,1.8,8.6
autem,si,conj.subord.,31.7,1.9,2,10.1
autem,ille,determinante,37.1,1.8,1.9,10.1
autem,ego,pronome,35.9,1.8,1.9,10.1
autem,dies,substantivo,19.1,2.4,2.4,10.1
autem,quis,pronome,31.4,1.8,1.9,10.1
autem,hic,determinante,26.2,1.4,1.7,9.9
autem,alius,determinante,12.8,2,2.1,9.9
autem,Iesus,nome próprio,23.3,5.7,4.5,9.8
autem,is,determinante,18.9,1.2,1.5,9.8
autem,uos,pronome,9.9,2,2,9.8
autem,senectus,substantivo,10,3.1,2.8,9.6
autem,omnis,determinante,5.2,1,1.4,9.5
autem,sum,verbo,12.3,0.7,1.2,9.5
autem,quare,advérbio,8.3,3.3,2.9,9.4
autem,negotium,substantivo,7.8,3.2,2.8,9.4
autem,turpis,adjetivo,7.4,3.1,2.8,9.4
autem,uterque,determinante,6.5,2.8,2.6,9.3
autem,oratio,substantivo,5.5,2.5,2.4,9.3
auxilium,peto,verbo,30.3,5.1,4.1,10.5
auxilium,fero,verbo,36.2,4.7,3.9,10.4
auxilium,mitto,verbo,15.5,4.2,3.5,10
auxilium,Caesar,nome próprio,8.3,3.3,2.9,9.5
auxilium,sui,pronome,6.9,2.1,2.1,8.8
barbarus,ab,preposição,15.7,3.6,3.1,8.7
beatus,uita,substantivo,70.7,6.1,4.7,10.9
beatus,o,interjeição,18,5.8,4.5,10.5
beatus,puto,verbo,16.1,4.3,3.5,9.7
beatus,ille,determinante,10.6,2.5,2.2,8.5
beatus,sum,verbo,14.2,1.7,1.8,8.1
bellum,gero,verbo,254.1,5.9,4.5,11.8
bellum,ciuilis,adjetivo,203.8,8,5.5,11.5
bellum,infero,verbo,103,6.6,4.8,11
bellum,punicus,adjetivo,54,8.6,5.7,10.2
bellum,indico2,verbo,48,7.6,5.3,10.2
bellum,conficio,verbo,27.7,4.3,3.4,10.2
bellum,tantus,determinante,23.1,2.8,2.4,10.1
bellum,nefarius,adjetivo,30.7,5.2,4,10.1
bellum,genus,substantivo,18,3.1,2.7,10
bellum,initium,substantivo,21.5,4.5,3.6,9.9
bellum,usus,substantivo,19.5,4.2,3.4,9.9
bellum,grauis,adjetivo,15,3.1,2.7,9.9
bellum,ad,preposição,19.1,1.6,1.6,9.8
bellum,maritimus,adjetivo,27.6,6.6,4.9,9.8
bellum,uinco,verbo,13.4,3.2,2.8,9.8
bellum,romanus,adjetivo,9.3,2.1,2,9.7
bellum,magnus,adjetivo,9.5,1.6,1.6,9.7
bellum,fortuna,substantivo,10.1,2.7,2.4,9.7
bellum,suscipio,verbo,13,3.7,3.1,9.6
bellum,populus,substantivo,8.3,1.9,1.9,9.6
bellum,patria,substantivo,10.7,3.2,2.8,9.6
bellum,paro,verbo,10.6,3.2,2.8,9.6
bellum,euentus,substantivo,19.6,6.3,4.7,9.5
bellum,gallicus,adjetivo,17.8,5.8,4.4,9.5
bellum,administro,verbo,14.8,5,3.9,9.5
bellum,in,preposição,10.4,0.9,1.2,9.5
bellum,incido,verbo,11.8,4.2,3.4,9.4
bellum,totus,determinante,5.1,2,1.9,9.3
bellum,dux,substantivo,7.6,3.1,2.7,9.3
bellum,socius,substantivo,6.7,2.9,2.5,9.3
bene,gero,verbo,44.3,5,4,10.8
bene,mereor,verbo,32.4,7.4,5.5,10.7
bene,uiuo,verbo,32,4.7,3.8,10.6
bene,spero,verbo,25.2,5.1,4,10.5
bene,nosco,verbo,18.6,4.8,3.9,10.3
bene,ualeo,verbo,12.4,4.4,3.6,10
bene,de,preposição,30.6,3,2.6,9.8
bene,ago,verbo,12.7,3.1,2.7,9.8
bene,facio,verbo,17,2.6,2.3,9.6
bene,tam,advérbio,5.1,2.4,2.2,9.2
bene,publicus,adjetivo,5.7,2.2,2.1,9.2
bene,habeo,verbo,6.4,2,2,9.1
beneficium,immortalis,adjetivo,15.4,5.1,4.2,10.3
beneficium,uester,determinante,22.4,4.6,3.8,10.3
beneficium,populus,substantivo,28.1,4.3,3.6,10.1
beneficium,Caesar,nome próprio,13.6,3.8,3.3,9.7
beneficium,tuus,determinante,18.1,3.5,3.1,9.6
beneficium,deus,substantivo,8.8,3.4,3,9.5
beneficium,romanus,adjetivo,7.9,3.2,2.9,9.3
beneficium,suus,determinante,11.1,2.8,2.6,9.2
beneficium,meus,determinante,5.6,2.5,2.4,9
beneficium,is,determinante,5.2,1.5,1.7,8.3
bonus,uir,substantivo,462.4,5.8,4.4,12.1
bonus,quisque,determinante,117.8,5.2,4.1,11.2
bonus,ars,substantivo,82,5.8,4.4,10.9
bonus,Iuppiter,nome próprio,60.4,5.5,4.2,10.6
bonus,ciuis,substantivo,31.1,3.4,2.9,10.3
bonus,mens,substantivo,28.2,3.9,3.3,10.2
bonus,mos,substantivo,26.4,3.7,3.1,10.2
bonus,adolescens,adjetivo,28.3,4.3,3.5,10.2
bonus,spes,substantivo,21.5,3.3,2.8,10.1
bonus,atque,conj.coord.,25.8,1.7,1.8,10
bonus,deus,substantivo,17.1,2.6,2.4,10
bonus,magnus,adjetivo,15.3,1.8,1.8,9.9
bonus,qua,advérbio,10.6,1.5,1.6,9.7
bonus,pater,substantivo,10.4,2.4,2.3,9.7
bonus,condicio,substantivo,15.4,4.2,3.4,9.7
bonus,animus,substantivo,8.1,1.7,1.8,9.6
bonus,facio,verbo,8.2,1.4,1.5,9.6
bonus,causa,substantivo,7.4,1.8,1.8,9.6
bonus,consul,substantivo,6.6,2.1,2,9.5
bonus,pars,substantivo,5.9,1.9,1.9,9.5
bonus,et,conj.coord.,8.4,0.7,1.1,9.4
bonus,quisquam,pronome,6.5,2.3,2.2,9.4
bonus,consulo,verbo,11.2,4.1,3.4,9.4
bonus,semper,advérbio,5.5,2.1,2,9.4
bonus,multo,advérbio,7.9,3.2,2.8,9.3
bonus,malus,adjetivo,6.7,2.9,2.5,9.3
bonus,gratia,substantivo,5.5,2.5,2.3,9.2
breuis,spatium,substantivo,33.4,7.5,5.8,11.3
breuis,tempus,substantivo,109.9,6.4,5,11.2
breuis,tam,advérbio,22.3,4.6,3.8,9.9
breuis,quod,conj.subord.,7.4,3.1,2.7,8.9
breuis,qua,advérbio,5.4,2.5,2.3,8.6
breuiter,expono,verbo,45.3,9.7,7.3,12
breuiter,ut,conj.subord.,6.7,2.9,2.6,7.8
cado,alius,determinante,6.8,2.9,2.6,9.1
caecus,amor,substantivo,23.1,7,5.4,10.8
caecus,et,conj.coord.,14.9,2.5,2.3,8
caedes,incendium,substantivo,43.9,7.9,6,11.5
caedes,boni,substantivo,19.5,6.1,4.9,10.7
caedes,ciuis,substantivo,16.9,4.4,3.7,10.1
caedes,nisi,conj.subord.,10.2,3.8,3.3,9.7
caedes,ad,preposição,10.9,2.3,2.2,8.8
caedes,de,preposição,6,2.2,2.2,8.7
caelum,terra,substantivo,19.9,5,4.1,10.4
caelum,fero,verbo,8.7,3.4,3,9.4
caelum,ad,preposição,17.8,2.6,2.5,9
caelum,que,conj.coord.,7.4,1.8,1.9,8.5
caelum,in,preposição,5.2,1.3,1.6,8.2
campus,martius,adjetivo,58.8,10.1,7.4,12.2
campus,in,preposição,58,3.7,3.2,9
candidus,tu,pronome,10.7,3.9,3.4,8
cano,que,conj.coord.,5.9,2.6,2.5,7.6
capio,arma,substantivo,89.9,5.8,4.5,11.3
capio,consilium,substantivo,65.7,4.8,3.9,10.9
capio,Carthago,nome próprio,33.6,7.7,5.6,10.6
capio,fructus,substantivo,23,5.6,4.4,10.4
capio,detrimentum,substantivo,25.3,7.7,5.7,10.4
capio,patria,substantivo,11.3,4.1,3.4,9.9
capio,possum,verbo,27.1,2.6,2.4,9.7
capio,urbs,substantivo,10.2,3.1,2.7,9.7
capio,castra,substantivo,8.8,3.4,2.9,9.7
capio,magnus,adjetivo,7.5,2,1.9,9.3
capio,aut,conj.coord.,5,1.7,1.8,9.1
caput,periculum,substantivo,19.7,4.2,3.5,10.3
caput,meus,determinante,9.1,2.5,2.4,9.4
careo,patria,substantivo,43.6,6.7,5,11.1
careo,non,advérbio,6.2,1.8,1.7,8.2
carus,filius,substantivo,17.1,5.5,4.4,10.4
carus,semper,advérbio,13.3,4.6,3.8,9.9
carus,tam,advérbio,9.8,3.7,3.1,9.4
carus,populus,substantivo,9,3.5,3,9.3
carus,sum,verbo,24.1,2,2,8.4
carus,ego,pronome,5.8,1.9,1.9,8.3
casus,aliquis,pronome,17.1,3.8,3.3,9.8
casus,meus,determinante,18,3.5,3.1,9.6
casus,tum,advérbio,8.5,3.3,3,9.5
casus,fero,verbo,8.1,3.2,2.9,9.4
caueo,ne,conj.subord.,7.1,3,2.5,8.6
caueo,qui,pronome,5.5,1.5,1.5,7.7
caueo,sum,verbo,6.6,1.4,1.5,7.6
causa,sine,preposição,77.8,4.1,3.3,10.9
causa,de,preposição,42.6,2.3,2.2,10.3
causa,cur,advérbio,24.4,3.9,3.2,10
causa,suscipio,verbo,22.1,4.1,3.3,9.9
causa,hic,determinante,25.5,1.4,1.5,9.9
causa,Caesar,nome próprio,15,2.4,2.2,9.9
causa,noster,determinante,14.6,2.1,2,9.9
causa,ob,preposição,20.4,3.8,3.2,9.9
causa,defendo,verbo,14.8,3.1,2.7,9.8
causa,iustus,adjetivo,20.9,4.4,3.6,9.8
causa,reperio,verbo,18.3,4,3.3,9.8
causa,uoluptas,substantivo,13.7,3.3,2.8,9.7
causa,idem,determinante,8.4,1.8,1.8,9.7
causa,bonus,adjetivo,7.3,1.8,1.8,9.6
causa,infero,verbo,15.1,4.1,3.4,9.6
causa,iudex,substantivo,8.7,2.4,2.3,9.6
causa,amicus,substantivo,7,2.1,2,9.5
causa,paro,verbo,9.4,3,2.6,9.5
causa,bellum,substantivo,5.4,1.6,1.7,9.5
causa,is,determinante,5,0.7,1.1,9.5
causa,cognosco,verbo,7.6,2.6,2.4,9.4
causa,moror,verbo,13.3,4.6,3.7,9.3
causa,Quirites,nome próprio,6.8,2.9,2.6,9.2
causa,ualeo,verbo,5.9,2.6,2.4,9.2
cedo,malum,substantivo,24.2,5.8,4.6,10.6
celer,que,conj.coord.,8.3,3.3,2.9,7.6
celeriter,nostri,determinante,21.9,6.7,5.3,10.9
celeriter,conficio,verbo,20,6.2,4.9,10.6
celeriter,ad,preposição,6.3,2.3,2.2,8.2
celeriter,que,conj.coord.,7,2.1,2.1,8.1
censeo,ita,advérbio,39.9,5,4,10.3
censeo,pater,substantivo,18.9,4.8,3.9,10.1
censeo,senatus,substantivo,10,3.7,3.1,9.4
censeo,ne,conj.subord.,5.5,2.5,2.3,8.6
censeo,cum,conj.subord.,9,2.2,2.1,8.5
censeo,quis,pronome,7.4,2.2,2.1,8.5
cerno,omnis,determinante,6.9,2.9,2.7,8.2
certe,scio,verbo,89.8,5.5,4.4,11.2
certe,quidem,advérbio,25.1,3.6,3.1,10.1
certe,aut,conj.coord.,24.9,3.1,2.8,9.8
certe,nemo,pronome,8.4,3.3,2.9,9.7
certe,fero,verbo,5.6,2.6,2.4,9.3
certe,habeo,verbo,7,2.1,2.1,9.2
certe,ego,pronome,7.6,1.6,1.7,8.8
certe,non,advérbio,9.7,1.5,1.7,8.8
certus,explorator,substantivo,36.7,8.3,6,10.8
certus,facio,verbo,75.7,3.8,3.2,10.4
certus,habeo,verbo,28,3.1,2.7,9.9
certus,annus,substantivo,10.2,3.8,3.2,9.9
certus,ratio,substantivo,9.3,3.6,3,9.8
certus,quisquam,pronome,8.9,3.5,3,9.7
certus,homo,substantivo,14.8,2.8,2.5,9.7
certus,Caesar,nome próprio,9.1,2.9,2.6,9.6
certus,modus,substantivo,7.1,3,2.6,9.5
certus,noster,determinante,9.7,2.6,2.4,9.5
certus,pro,preposição,6.8,2.9,2.6,9.5
certus,sum,verbo,9.2,1,1.3,8.6
ceterus,praeter,preposição,30.5,5.1,4.1,10.5
ceterus,par,adjetivo,23.5,4.8,3.9,10.4
ceterus,nam,advérbio,27.2,3.5,3,10.3
ceterus,cum3,advérbio,15.8,4.2,3.5,10.1
ceterus,lentulus,adjetivo,14.1,4.8,3.9,10
ceterus,que,conj.coord.,58.7,2.5,2.3,10
ceterus,gens,substantivo,11.4,4.1,3.4,9.9
ceterus,res,substantivo,14,1.8,1.8,9.5
ceterus,cum,conj.subord.,17.5,1.8,1.8,9.4
ceterus,ab,preposição,12.6,1.8,1.8,9.4
ceterus,de,preposição,7.4,1.7,1.7,9.3
ceterus,et,conj.coord.,13.4,1.2,1.4,9.1
cinis,in,preposição,16.1,4.3,3.6,7.5
circa,hora,substantivo,25.6,7.6,5.9,11.2
circa,sui,pronome,6.1,2.7,2.5,8.3
ciuis,romanus,adjetivo,192.7,5.2,4.1,11.5
ciuis,perditus,adjetivo,55.3,6.5,4.9,10.8
ciuis,improbus,adjetivo,38.6,5.5,4.3,10.6
ciuis,impius,adjetivo,39.4,6.3,4.8,10.6
ciuis,egregius,adjetivo,29.6,5.8,4.5,10.4
ciuis,bonus,adjetivo,31.2,3.4,2.9,10.3
ciuis,perniciosus,adjetivo,30.2,7.1,5.2,10.2
ciuis,salus,substantivo,20.2,3.8,3.2,10.2
ciuis,fortis,adjetivo,20,3.8,3.2,10.2
ciuis,caedes,substantivo,17.8,4.6,3.7,10.1
ciuis,clarus,adjetivo,14.8,4,3.3,10
ciuis,concordia,substantivo,18.6,6,4.6,9.9
ciuis,sceleratus,adjetivo,18.1,5.8,4.5,9.9
ciuis,nefarius,adjetivo,13.8,4.7,3.8,9.8
ciuis,sanguis,substantivo,12.5,4.4,3.6,9.8
ciuis,Italia,nome próprio,9.9,3.7,3.1,9.7
ciuis,multitudo,substantivo,9.7,3.7,3.1,9.7
ciuis,o,interjeição,8.8,3.5,2.9,9.6
ciuis,omnis,determinante,15,1.8,1.8,9.6
ciuis,suus,determinante,8.8,1.8,1.8,9.5
ciuis,uirtus,substantivo,6.4,2.3,2.2,9.5
ciuis,periculum,substantivo,5.6,2.5,2.3,9.4
ciuis,et,conj.coord.,6.7,0.8,1.2,9
ciuitas,princeps,substantivo,47.4,5.8,4.5,10.8
ciuitas,liber,adjetivo,33.6,5.5,4.3,10.6
ciuitas,finitimus,adjetivo,30.7,7.1,5.3,10.3
ciuitas,dono,verbo,27.2,6.4,4.9,10.3
ciuitas,status,substantivo,24.2,5.8,4.5,10.3
ciuitas,totus,determinante,17.4,3.4,2.9,10.1
ciuitas,corrumpo,verbo,17.6,5.7,4.4,10
ciuitas,Gallia,nome próprio,14.3,4,3.3,10
ciuitas,uniuersus,determinante,14.9,5,4,9.9
ciuitas,nobilis,adjetivo,12,4.3,3.5,9.8
ciuitas,in,preposição,27.3,1.6,1.7,9.4
ciuitas,do,verbo,6.3,2,1.9,9.4
ciuitas,noster,determinante,6.2,2,1.9,9.4
ciuitas,multus,determinante,6.7,1.8,1.8,9.4
ciuitas,hic,determinante,9.2,1.3,1.4,9.2
clamor,magnus,adjetivo,21.3,3.9,3.3,9.4
clamor,ab,preposição,7.3,2.5,2.3,8.4
clamor,quis,pronome,6.1,2.2,2.1,8.2
clarus,uir,substantivo,155.1,5.9,4.7,11.5
clarus,imperator,substantivo,27.5,5.4,4.4,10.7
clarus,adolescens,adjetivo,22.5,5.5,4.4,10.6
clarus,tam,advérbio,25.9,4,3.4,10.2
clarus,ciuis,substantivo,14,3.9,3.3,10
clarus,et,conj.coord.,32.4,2.1,2.1,9
clarus,atque,conj.coord.,7.6,1.8,1.9,8.8
clarus,que,conj.coord.,5.8,1.4,1.7,8.6
classis,socius,substantivo,19.3,6.1,4.8,10.6
classis,hostis,substantivo,19.1,4.8,4,9.9
claudo,suus,determinante,8.2,3.3,2.9,8.7
coepio,peto,verbo,10.1,3.8,3.1,9.8
coepio,ago,verbo,6.8,2.9,2.5,9.3
coepio,sum,verbo,7.1,1,1.2,8.3
cogito,diu,advérbio,13.7,4.7,3.7,10.1
cogito,quoniam,conj.subord.,10.9,4,3.3,9.9
cogito,nihil,pronome,13.6,2.9,2.5,9.6
cogito,puto,verbo,9.3,2.9,2.5,9.5
cogito,quidem,advérbio,7.8,2.6,2.3,9.4
cogito,bellum,substantivo,5.5,2.5,2.3,9.2
cogito,publicus,adjetivo,6.4,2.3,2.1,9.2
cogito,ne,conj.subord.,6.5,2,1.9,9.1
cogito,possum,verbo,6,1.7,1.7,8.9
cogito,quis,pronome,7.5,1.7,1.7,8.9
cogito,et,conj.coord.,5.8,1,1.2,8.5
cognosco,Caesar,nome próprio,29.9,4.1,3.3,10.3
cognosco,consilium,substantivo,11,3.3,2.8,9.7
cognosco,mitto,verbo,7.5,3.1,2.6,9.5
cognosco,causa,substantivo,8.1,2.7,2.4,9.4
cognosco,res,substantivo,20.7,2.4,2.2,9.4
cognosco,suus,determinante,6.9,2.1,2,9.1
cognosco,multus,determinante,5.3,2,1.9,9.1
cognosco,et,conj.coord.,5.5,1,1.2,8.5
cogo,copia,substantivo,12.9,4.5,3.6,10.1
cogo,senatus,substantivo,7.2,3,2.6,9.3
cohors,praetorius,adjetivo,79.2,11.4,7.9,12.4
cohors,duo,numeral,18.1,5.8,4.6,10.3
colligo,sui,pronome,5.5,2.5,2.4,8.3
colo,ager,substantivo,25.8,6.1,4.8,10.7
colo,que,conj.coord.,10.7,2.2,2.1,8.5
colo,et,conj.coord.,10.8,1.8,1.8,8.2
color,et,conj.coord.,6.2,2.3,2.1,7.3
coma,que,conj.coord.,14.7,3.4,3,8.1
comes,et,conj.coord.,5.2,1.6,1.7,7.7
committo,proelium,substantivo,131.5,7.9,5.9,12
committo,audeo,verbo,23.1,5.6,4.4,10.6
committo,ut,conj.subord.,26.1,2.8,2.5,9.2
committo,neque,conj.coord.,6.9,2.9,2.6,9.1
committo,non,advérbio,30,2.7,2.4,9.1
communis,salus,substantivo,79.2,6.2,4.9,11.4
communis,sensus,substantivo,18.9,6,4.8,10.6
communis,uita,substantivo,13,3.7,3.2,9.8
communis,natura,substantivo,9.9,3.7,3.2,9.8
communis,pro,preposição,9,3.5,3.1,9.6
communis,consilium,substantivo,8.4,3.3,2.9,9.6
communis,causa,substantivo,6.2,2.7,2.5,9.2
communis,ad,preposição,13.8,2.3,2.2,9
communis,omnis,determinante,7.5,2,2,8.8
communis,sum,verbo,7.9,1.1,1.4,8.3
comparo,exercitus,substantivo,46.4,6.2,4.9,10.8
comparo,magnus,adjetivo,16.1,3.7,3.1,9.2
comparo,sum,verbo,5.9,1.3,1.5,7.6
compono,natura,substantivo,15.8,5.2,4.2,9.9
concedo,multus,determinante,10.2,3.1,2.7,9.1
concedo,ut,conj.subord.,14.5,2.5,2.3,8.8
concedo,non,advérbio,7.7,1.8,1.8,8.3
condicio,pax,substantivo,16.1,5.3,4.3,10.3
condicio,bonus,adjetivo,14.6,4,3.4,9.7
condicio,atque,conj.coord.,7.5,2.2,2.2,8.5
condo,urbs,substantivo,56.9,6.6,5.2,10.8
confero,signum,substantivo,21.9,5.4,4.2,10.5
confero,castra,substantivo,12.7,4.4,3.6,10
confero,locus,substantivo,11.9,3.5,2.9,9.6
confero,sui,pronome,13.5,2.6,2.3,9.1
confero,tu,pronome,9.7,2.1,1.9,8.8
confero,ego,pronome,5.6,1.7,1.6,8.5
conficio,negotium,substantivo,32.7,6.2,4.8,10.9
conficio,uulnus,substantivo,26.1,6.2,4.8,10.8
conficio,iter,substantivo,27.5,5.4,4.3,10.6
conficio,celeriter,advérbio,20.5,6.4,4.9,10.6
conficio,bellum,substantivo,45.7,4.7,3.8,10.5
conficio,res,substantivo,23.2,2.8,2.5,9.3
conficio,nos,pronome,5,2.4,2.2,9
conficio,possum,verbo,8.7,2.2,2.1,8.9
conficio,sum,verbo,5.2,0.9,1.2,8.1
confiteor,reus,substantivo,24.7,7.4,5.6,11
confiteor,sum,verbo,27,2.4,2.1,8.2
coniunx,liberi,substantivo,97.8,8.6,6.5,12.1
coniunx,frater,substantivo,16.7,5.4,4.4,10.3
coniunx,uester,determinante,13.2,4.6,3.8,9.8
coniunx,meus,determinante,8,3.2,2.9,9
conor,transeo,verbo,36.3,6.7,5.2,11.1
conor,prohibeo,verbo,30.4,7,5.4,11.1
conor,facio,verbo,20.2,3.4,3,9.4
conor,sum,verbo,14.5,1.6,1.7,8.2
consequor,gloria,substantivo,16.1,5.3,4.2,10.3
consequor,possum,verbo,41.2,3.8,3.2,9.7
consequor,dies,substantivo,8.8,3.4,2.9,9.3
consequor,nos,pronome,7.3,3,2.6,9
consequor,sum,verbo,46.9,2.4,2.2,8.7
consequor,aut,conj.coord.,5.2,2.4,2.2,8.7
consilium,ineo,verbo,82.4,7.1,5.2,11
consilium,capio,verbo,57.8,4.6,3.8,10.8
consilium,meus,determinante,36.5,2.9,2.6,10.3
consilium,priuatus,adjetivo,27.9,4.8,3.9,10.3
consilium,humanus,adjetivo,23,4.7,3.8,10.1
consilium,utor,verbo,17.5,3.4,3,10.1
consilium,nouus,adjetivo,16.7,3.3,2.9,10
consilium,egeo,verbo,24.2,5.9,4.6,10
consilium,publicus,adjetivo,19,2.4,2.3,10
consilium,noster,determinante,17.6,2.5,2.3,10
consilium,superus,,15.2,2.8,2.6,10
consilium,tuus,determinante,14.5,2.2,2.1,9.9
consilium,is,determinante,30.1,1.6,1.8,9.8
consilium,communico,verbo,16.6,5.5,4.3,9.7
consilium,cognosco,verbo,10.2,3.1,2.8,9.7
consilium,uester,determinante,9.4,2.6,2.4,9.7
consilium,auctoritas,substantivo,9,2.9,2.6,9.7
consilium,auctor,substantivo,10.9,4,3.4,9.6
consilium,quantum,advérbio,10.9,4,3.4,9.6
consilium,uirtus,substantivo,7.8,2.3,2.2,9.6
consilium,muto,verbo,10,3.8,3.2,9.6
consilium,opera,substantivo,9.2,3.6,3.1,9.6
consilium,maiores,substantivo,8.9,3.5,3,9.6
consilium,suus,determinante,8.1,1.6,1.7,9.6
consilium,probo,verbo,8.1,3.2,2.9,9.5
consilium,Catilina,nome próprio,7.1,3,2.7,9.5
consilium,gratia,substantivo,6.9,2.9,2.6,9.5
consilium,labor,substantivo,6.7,2.9,2.6,9.5
consilium,solum,advérbio,6.1,2.7,2.5,9.4
consilium,ratio,substantivo,5.1,2.4,2.3,9.4
constituo,iudicium,substantivo,9.1,3.5,3,9.7
constituo,locus,substantivo,9,2.9,2.6,9.5
constituo,publicus,adjetivo,6.7,2.4,2.2,9.2
constituo,dies,substantivo,5.1,2.4,2.2,9.2
constituo,ut,conj.subord.,6.3,1.5,1.6,8.7
constituo,sum,verbo,15.5,1.3,1.5,8.6
constituo,et,conj.coord.,6.4,1.1,1.3,8.5
constituo,qui,pronome,7.1,1.1,1.3,8.5
consto,magnus,adjetivo,11.5,3.4,2.9,9
consto,qui,pronome,7.3,1.6,1.7,7.8
consuetudo,praeter,preposição,25.3,6,4.8,10.8
consuetudo,maiores,substantivo,17.3,5.6,4.5,10.5
consuetudo,meus,determinante,18.9,3.6,3.1,9.7
consuetudo,tantus,determinante,8.2,3.3,2.9,9.4
consuetudo,suus,determinante,11.4,2.9,2.7,9.2
consuetudo,noster,determinante,6.6,2.8,2.6,9.1
consuetudo,ex,preposição,6.4,2.3,2.3,8.8
consul,designo,verbo,288.5,9.7,6.2,12
consul,Piso,nome próprio,44.3,6.1,4.6,10.6
consul,hirtius,adjetivo,52.1,8,5.7,10.6
consul,duo,numeral,32.5,4.3,3.5,10.4
consul,imperator,substantivo,31.1,4.6,3.7,10.4
consul,Messalla,nome próprio,32.1,7.5,5.4,10.2
consul,declaro,verbo,24,5.8,4.4,10.1
consul,interficio,verbo,16.6,4.4,3.5,10
